内向者沟通圣经,8.9,[美]珍妮弗·康维勒（JenniferKahnweiler）/魏瑞莉/后浪丨北京联合出版公司/2017-2/42.00元
杜拉拉升职记,7.8,李可/陕西师范大学出版社/2007-9/26.00元
向前一步,8.1,[美]谢丽尔·桑德伯格（SherylSandberg）/颜筝/中信出版社/2013-6-30/39.00元
Excel图表之道,8.9,刘万祥/电子工业出版社/2010年4月/59.00元
横向领导力,8.0,[美]罗杰·费希尔（RogerFisher）、艾伦·夏普（AlanSharp）/刘清山/北京联合出版公司·后浪出版公司/2015-11/32.00元
小强升职记,8.4,邹鑫/北京出版社/2009-3/32.00
12个工作的基本,8.1,[日]大久保幸夫/程亮/江西人民出版社·后浪出版公司/2016-9/36.00
高难度谈话,8.2,[美]道格拉斯·斯通、布鲁斯·佩顿、希拉·汉/王甜甜/中国城市出版社/2011-2/38.00元
扛得住，世界就是你的,7.7,小川叔/古吴轩出版社/2014-9/36.00元
名丽场,8.3,周宏翔/中信出版集团/中信·大方/2017-1-1/38.00
优秀到不能被忽视,8.1,[美]卡尔·纽波特/张宝/北京联合出版公司/2016-5-20/45.90元
清晰表达的艺术：打造高效的职场沟通,8.2,[德]多米尼克·穆特勒/李玮/九州出版社/2016-10-31/38.00元
成功心理学,8.8,[美]丹尼斯‧韦特利/顾肃、刘森林/北京联合出版公司·后浪出版公司/2016-7/68.00元
权力与领导（第5版）,9.1,[美]詹姆斯·克劳森（JamesG.Clawson）/马昕/世界图书出版公司·后浪出版公司/2015-2/52.00元
沟通圣经,8.3,[英]尼基·斯坦顿/罗慕谦/北京联合出版公司·后浪出版公司/2015-12/45.00元
职场动物进化手册,8.4,雾满拦江/陕西师范大学出版社/2004-09/25.00
权力的48条法则,8.3,罗伯特·格林/金马、卢安安　张小玲/东方出版中心/2007-7/38.00元
做事的常识,7.3,[日]小仓广/郭乃雯/北京联合出版公司·后浪出版公司/2015-9/32.00元
说话就是生产力,8.4,孙路弘/鹭江出版社/2010-11-1/32.00元
演说之禅,8.5,GarrReynolds(加尔.雷纳德)/王佑、汪亮/电子工业出版社/2009-01/59.00元
工作前5年，决定你一生的财富,7.5,三公子/中国铁道出版社/2015-9-1/CNY39.80
第2份工作,8.6,京宝儿/人民文学出版社/2012-9/28.00元
麦肯锡入职培训第一课,7.2,[日]大岛祥誉/颜彩彩/北京联合出版公司·后浪出版公司/2015-5/28.00元
转行：发现一个未知的自己,8.3,[美]埃米尼亚·伊瓦拉（HerminiaIbarra）/张洪磊、汪珊珊/机械工业出版社/2016-8/39.00
带人的技术,7.1,[日]石田淳/孙玉珍/北京联合出版公司·后浪出版公司/2014-11/36.00元
权力,8.1,[美]杰弗瑞·菲佛/杨洋/中国人民大学出版社/2012-2/49.80元
交办的技术,8.2,[日]小仓广/林佑纯/北京联合出版公司·后浪出版公司/2015-6/36.00元
你早该这么玩Excel,8.3,伍昊/北京大学出版社/2011-7-15/39.80元
销售就是要搞定人,8.4,倪建伟/云南人民出版社/2011-1/32.00元
麦肯锡教我的写作武器,7.8,[日]高杉尚孝/郑舜珑/北京联合出版公司·后浪出版公司/2013-7/32.00元
小艾上班记,8.5,陈艳红/2011-5/29.00元
圈子圈套1,8.0,王强/清华大学出版社/2006-1/28.00元
参谋助手论,8.4,王怀志、郭政/西北大学出版社/1994-8/6.50元
米娅，快跑,8.1,秦与希/北京大学出版社/2009-4/28.00
浮沉,7.7,崔曼莉/陕西师范大学出版社/2008-5/32.00
不懂项目管理，还敢拼职场,7.9,李治/湖南文艺出版社/2011-6/32.00元
这些道理没有人告诉过你,8.1,杨萃先/群言出版社/2007-9/32.00元
你从未真正拼过,6.8,LinkedIn领英/湖南文艺出版社/2016-10-10/42.00元
联盟,7.4,里德•霍夫曼、本•卡斯诺查、克里斯•叶/路蒙佳/中信出版社/2015-2-5/39.00元
销售无处不在,8.0,廖敏夫/中国商业出版社/2013-1/32.80元
99%的新人，没用心做好的50件事,7.8,(日)岩濑大辅/千太阳/中信出版社/2013-9/32.00元
干法,7.6,(日)稻盛和夫/曹岫云/华文出版社/2010-5/36.00元
优势谈判,8.7,罗杰•道森(RogerDawson)/重庆出版集团,重庆出版社/2008-3-1/38.00元
忙总管理笔记,9.2,文小芒/海南出版社/90
演讲的本质,8.9,【英】马丁•纽曼（MartinNewman）、郑燕/2017-1
欢乐颂  第一季,7.4,阿耐/四川文艺出版社/2012-11/35.00元
关键对话,8.3,（美）科里·帕特森（KerryPatterson）、约瑟夫·格雷尼（JosephGrenny）、罗恩·麦克米兰（RonMcMillan）/毕崇毅/机械工业出版社/2012-4/39.00元
在云端,7.4,[美]沃尔特·肯/法律出版社/2010-9/28.00元
和秋叶一起学PPT,8.0,张志、方骥、刘俊/人民邮电出版社/2013-6/99.00元
别告诉我你懂PPT,7.4,李治/北京大学出版社/2010-3/38.00元
说服力 让你的PPT会说话,7.5,张志、刘俊、包翔/人民邮电出版社/2010/39.00元
你的生命有什么可能,8.4,古典/湖南文艺出版社/2014-5-1/35
在不安的世界安静的活,8.0,王欣/北京十月文艺出版社/2014-8/CNY35.00
专业主义,7.5,[日]大前研一/裴立杰/中信出版社/2006-6/28.00元
给你一个团队，你能怎么管？,6.9,赵伟/江苏文艺出版社/2013-3-1/35.00元
盖洛普优势识别器2.0,7.6,汤姆•拉思(TomRath)/中国青年出版社/2016-1-1/68.00元
杜拉拉2华年似水,7.3,李可/陕西师范大学出版社/2009-1/28.00
说服,8.4,杰瑞·魏斯曼/科学出版社/2005-5/28.00元
疯狂的功成名就,8.1,[德]沃尔夫冈·舒尔等/毕崇毅/北方文艺出版社/2007年5月/28.00元
麦肯锡教我的思考武器,7.7,[日]安宅和人/郭菀琪/北京联合出版公司·后浪出版公司/2013-12/29.80元
贵圈,7.3,陈野/北京联合出版公司/2016-10-1/39.8
演讲的力量,8.4,克里斯·安德森(ChrisAnderson)/蒋贤萍/中信出版集团股份有限公司/2016-8-1/CNY48.00
输赢,7.6,付遥/北京大学出版社/2006-7/39.80元
不得往生,8.4,阿耐/北岳文艺出版社/2006-10-1/32.00
二号首长,8.1,黄晓阳/重庆出版社/2011-5-10/38.00元
找我1,8.1,黄铁鹰/中信出版社/2012-11/38.00元
侯卫东官场笔记,8.2,小桥老树/凤凰出版社/2010-6/29.80元
谈判是什么,8.6,(英)盖温.肯尼迪/陈述/中国宇航出版社/2004-10-1/29.00
