一幅画开启的世界,8.1,[日]髙畑勋/匡匡/浦睿文化/湖南美术出版社/2016-8/69.00元
素描的诀窍,8.6,伯特·多德森/蔡强/上海人民美术出版社/2005-3/28.00元
永山裕子的水彩课,8.8,[日]永山裕子/婠婠/北京联合出版公司·后浪出版公司/2016-5/49.80元
加德纳艺术通史,9.2,弗雷德·S.克莱纳、克里斯廷·J.马米亚/李建群等/湖南美术出版社/2013-1/298.00元
詹森艺术史（插图第7版）,9.4,H.W.詹森(H.W.Janson)、A.F.詹森(A.F.Janson)、J.E.戴维斯(J.E.Davies)等/艺术史组合翻译实验小组/世界图书出版公司/2013-7/698.00元
30天学会绘画,8.5,马克•凯斯特勒(MarkKistler)/上海人民美术出版社/2013-1-1/45.00元
梵高传,9.1,史蒂芬·奈菲、格雷高里·怀特·史密斯/沈语冰、宋倩、何卫华、匡骁/译林出版社/2015-11/128.00
跟菲利大叔学手绘：漫步水彩,8.5,[德]菲利克斯·沙因伯格/顾文/上海人民美术出版社/2017-1-1/59.00元
像艺术家一样思考,8.3,贝蒂・艾德华/张索娃/海南出版社/2003-04/28.00
梵高传,8.7,[美]欧文·斯通/常涛/北京出版社/2001-2/25.00元
伯里曼人体结构绘画教学,8.9,[美]乔治·伯里曼/晓鸥等/广西美术出版社/2002-2/65.00元
胆小别看画 1,8.3,[日]中野京子/俞隽/中信出版社/2016-4/42.00元
陌生的经验,8.8,陈丹青/广西师范大学出版社/2015-11/98.00元
故宫海错图,9.6,故宫博物院/故宫出版社/2014-9-1/CNY360.00
如何看一幅画,7.5,[法]弗朗索瓦丝・芭布－高尔（FrançoiseBarbe-Gall）/郑柯/中信出版社/2014-4/48
看示范.学水彩-水彩画书法关键必学,9.3,简忠威/7-09999/182.4
世界美术名作二十讲,8.8,傅雷/三联书店/1998-10-1/66.00
透视的艺术,8.1,菲尔・梅茨格/王毅/上海人民美术出版社/2004-5/32.00元
如何看懂印象派,9.0,丰子恺/新星出版社/2015-9/49.50元
中国美术史讲座,9.0,李霖灿/广西师范大学出版社/2010-1/59.00元
剑桥艺术史：绘画观赏,8.5,[英]苏珊·伍德福德(SusanWoodford)/钱乘旦/译林出版社/2009/23.00元
素描基础,8.5,罗伯特·贝弗利·黑尔/朱岩/中国青年出版社/1998-3-1/40.00
素描进阶教程,9.2,基蒙・尼克莱代斯/王毅/上海人民美术出版社/2004-7/36.00元
温迪嬷嬷讲述绘画的故事,9.0,温迪.贝克特嬷嬷(英)/李尧/三联书店/1999-6/180.00
Figure Drawing,9.5,MichaelHampton/MichaelHampton/2009-8-31/USD35.00
疗愈美术馆,8.8,[韩]李沼泳/李舟妮/江苏凤凰文艺出版社/2016-10-1/39.8元
