无畏之海,9.4,章骞/山东画报出版社/2013-7-1/120.00元
战争论（全三卷）,8.7,[德]克劳塞维茨/中国人民解放军军事科学院/商务印书馆/1997-2/55.20元
隐形军队：游击战的历史,8.1,﹝美﹞马克斯•布特（MaxBoot）/赵国星、张金勇/社会科学文献出版社·甲骨文/2016-4-1/118
布局天下,8.8,饶胜文/解放军出版社/2006-5-1/21.00元
第二次世界大战战史,9.0,李德•哈特(BasilH.LiddellHart)/上海人民出版社/2009-3-1/75.00元
滑铁卢,8.4,[英]伯纳德·康沃尔/陆大鹏/社会科学文献出版社·甲骨文/2016-1-1/79.00
进击的局座,7.9,张召忠/长江文艺出版社/2016-11-1/42.00
亮剑,8.9,都梁/解放军文艺出版社/2005-3/28.00元
战争改变历史,9.1,马克斯·布特/石祥/上海科学技术文献出版社/2011-3/68.00元
西洋世界军事史（全三卷）,9.1,（英）J.F.C富勒/钮先钟/广西师范大学出版社/2004-05/168.00元
中国古代战争的地理枢纽,8.9,宋杰/中国社会科学出版社/2009-6/62.00元
不列颠太阳下的美国海权之路,8.4,章骞/上海交通大学出版社/2016-8-1/68.00元
苦难辉煌,8.0,金一南/华艺出版社/2009-1/46.00元
特拉法尔加战役,8.6,[英]朱利安·S.科贝特(JulianS.Corbett)/陈骆/社会科学文献出版社·甲骨文/2016-4/79
痞子英雄,9.6,[美]凯文·莫勒（KevinMaurer）/王璜/化学工业出版社·悦读名品/2016-7-1/39.00元
1944：腾冲之围,8.4,余戈/生活·读书·新知三联书店/2014-5-1/96.00元
战略,7.5,[英]劳伦斯·弗里德曼（LawrenceFreedman）/王坚、马娟娟/社会科学文献出版社·甲骨文/2016-11/148.00
战争史,8.0,[英]约翰·基根/林华/中信出版社/2015-9/56.00元
麒麟之与子同袍,9.4,桔子樹/宇河文化/2011-6-10/NT280
二战史,8.6,[英]约翰·基根/李雯/北京大学出版社/2015-1/78.00
竞逐富强,8.8,威廉·H·麦尼尔(WilliamH.McNeill)/倪大昕、杨润殷/上海辞书出版社/2013-1-1/58.00元
断剑,9.6,[美]乔纳森•帕歇尔JonathanB.Parshall、[美]安东尼•塔利AnthonyP.Tully/蒋民于丰祥等/学林出版社/2013-7-1/120.00元
中国历代战争史（第1册）,9.0,台湾三军大学编著/中信出版社/2012-12/59.80元
日本陆军史,7.7,[日]户部良一/韦平和、孙维珍/社会科学文献出版社/2016-10-10/49.00元
日本陆军的轨迹（1931—1945）,8.4,川田稔/韦和平/社会科学文献出版社/2015-9-1/CNY45.00
浩瀚大洋是赌场,8.4,俞天任/语文出版社/2010-05/52.00
猎杀“红十月”号,8.3,汤姆·克兰西/张召忠、方宝定/上海译文出版社/2005-7/30.00元
三十六计,8.7,张弓译注/雷庆翼/山西古籍出版社/1999.9/6.80
八月炮火,8.6,塔奇曼/张岱云/新星出版社/2005-05/35.00
俄国与拿破仑的决战,8.5,（英）多米尼克·利芬（DominicLieven）/吴畋、王宸/社会科学文献出版社·甲骨文/2014-12-31/86.00元
高卢战记,8.4,[古罗马]凯撒/任炳湘/商务印书馆/1979-9/18.00元
曼施泰因元帅战争回忆录,8.5,冯·埃里希·曼施泰因/戴耀先/解放军出版社/2006-3/43.00元
苏联军队的瓦解,8.4,威廉•奥多姆/王振西、钱俊德/社会科学文献出版社/2014-6/89.00元
最后一颗子弹留给我,8.0,刘猛/大众文艺出版社/2005-8/39.80元
泥泞中的老虎,8.8,奥托·卡里乌斯/李洛/北京艺术与科学电子出版社/2012-9/48
孤独的幸存者,8.2,马库斯·鲁特埃勒(MarcusLuttrell)、帕崔克·罗宾逊/湖北长江出版集团，长江文艺出版社/2009-5-1/25.00元
武器和战争的演变,8.8,（美）T.N.杜普伊/严瑞池、李志兴等/军事科学出版社/1985.6/2.6
战争史研究,9.5,内蒙古人民出版社/2009-2/15.00元
远东 朝鲜战争,8.0,王树增/解放军文艺出版社/2005-3/52.00元
狼群1,8.9,刺血/朝华出版社/2005-9/23.80元
知中·孙子兵法指南书,8.3,苏静主编/中信出版社/2016-7/56.00
一战秘史,8.6,(美国)梅尔(G.J.Meyer)/何卫宁/新华出版社/2011-12/56.00元
超限战,8.0,乔良、王湘穗/中国社会出版社/2005-9/36.0
纪效新书,9.4,戚继光/中华书局/1996-11/13.00
生死之间,8.0,马克·L.唐纳德（MarkL.Donald）、斯科特·麦克塔维什（ScottMactavish）/化学工业出版社·悦读名品/2016-11-1/46.00元
抗日战争,8.7,王树增/人民文学出版社/2015-7-1/66.00元
西方战争艺术,8.9,[美]阿彻·琼斯（ArcherJone/刘克俭、刘卫国/中国青年出版社/2001-1/42.00元
中国历代战争史（1—18）,8.8,台湾三军大学编/军事译文出版社（内部发行）/1983
隆美尔战时文件,8.6,[英]B.H.李德哈特/钮先钟/陕西师范大学出版社/2005-5/33.00元
经略幽燕,8.7,曾瑞龙/北京大学出版社/2013-1/49.00元
日落共青城,8.8,贝德勒·普耶洛夫斯基/肖云/内蒙古人民出版社/2009/38元
龙旗飘扬的舰队,8.3,姜鸣/生活·读书·新知三联书店/2002-12/38.00元
决战葛底斯堡,8.3,【美国】迈克尔•夏拉/付满/译林出版社/2013-10/38.00
解放战争（上）（1945年8月—1948年9月）,8.1,王树增/人民文学出版社/2009-8/60.00
抗日战争正面战场（上中下）,9.4,中国第二历史档案馆/江苏古籍出版社/2005-8/220.00元
国共争战大东北,8.1,唐洪森/科学普及出版社/1999年
第一次世界大战战史,8.3,(英)里德尔·哈特、B.H.LiddellHart/林光余/上海人民出版社/2010-8/58.00元
有一类战犯叫参谋,8.7,俞天任（冰冷雨天）/语文出版社/2009年11月/28.00元
粟裕回忆录,8.4,粟裕/解放军（原长虹）/2007-8/46.00元
海权对历史的影响,8.9,[美]A.T.马汉/安常容、成忠勤/中国人民解放军出版社/2006-1/47.00元
1661，决战热兰遮,8.3,欧阳泰(TonioAndrade)/陈信宏/九州出版社/2014-6-1/CNY45.80
当兵,9.0,齐小林/四川人民出版社/2015-6-1/46
死亡之手,8.6,[美]戴维•霍夫曼/张俊/广西师范大学出版社/2014-4/59.00
狼群(上、下)(全二册),8.9,刺血/朝华出版社/2011-1/48.00元
武经七书（全二册）,8.8,骈宇骞等/骈宇骞/中华书局/2007-7/59.00元
C形包围,8.0,戴旭/文汇出版社/2010-1-1/45.00元
画说中国历代甲胄,8.6,陈大威编著/绘/上海书店出版社/2009-6/138.00元
西方战略思想史,8.4,钮先钟/广西师范大学出版社/2003-3-1/49.00元
东进（套装共2册）,8.5,保罗·卡雷尔/小小冰人/北京艺术与科学电子出版社/2013-1/59.80元
