网络是怎样连接的,9.1,[日]户根勤/周自恒/人民邮电出版社/2017-1-1/CNY49.00
JavaScript语言精粹,9.1,DouglasCrockford/赵泽欣、鄢学鹍/电子工业出版社/2009年/35.00
JAVASCRIPT权威指南(第四版),8.7,DavidFlanagan/张铭泽、等/机械工业出版社/2003-1-1/99.00
图解HTTP,8.1,【日】上野宣/于均良/人民邮电出版社/2014-4-15/49.00元
Flask Web开发：基于Python的Web应用开发实战,8.7,[美]MiguelGrinberg/安道/人民邮电出版社/2014-12/59.00元
HTML &amp; CSS设计与构建网站,8.9,[美]JonDuckett/刘涛、陈学敏/清华大学出版社/2013-1/59.80元
Getting Real,9.0,JasonFried、HeinemeierDavidHansson、MatthewLinderman/37signals/2009-11-18/USD24.99
你不知道的JavaScript（上卷）,9.4,[美]KyleSimpson/赵望野、梁杰/人民邮电出版社/2015-4/49.00元
JavaScript DOM编程艺术,8.7,JeremyKeith/杨涛、王建桥、杨晓云/人民邮电出版社/2006年12月/39.00元
构建高性能Web站点,8.6,郭欣/电子工业出版社/2009-8/59.00元
PHP和MySQL Web开发(原书第4版),8.4,LukeWelling、LauraThomson/武欣/机械工业出版社/2009/95.00元
Web性能权威指南,8.9,IlyaGrigorik/李松峰/人民邮电出版社/2013-9/69
高性能JavaScript,8.9,NicholasC.Zakas/丁琛、赵泽欣/电子工业出版社/2010-11/49.00元
形式感+：网页视觉设计创意拓展与快速表现,8.2,晋小彦/清华大学出版社/2014-1-1/59.00元
Web前端黑客技术揭秘,7.7,钟晨鸣、徐少培/电子工业出版社/2013-1/59.00元
Python Web开发实战,7.5,董伟明/电子工业出版社/2016-9-15/105
深入剖析Tomcat,8.3,BudiKurniawan、PaulDeck/曹旭东/机械工业出版社华章公司/2011-12-31/59.00元
编写可维护的JavaScript,8.2,扎卡斯/李晶、郭凯、张散集/人民邮电出版社/2013-4/55.00元
锦绣蓝图,8.0,[美]沃德科(ChristinaWodtke)、[美]戈夫拉(AustinGovella)/蔡芳/人民邮电出版社/2009-11-01/59.00
超越CSS,8.5,AndyClarke/谭振林/人民邮电出版社/2007/69.00元
Web之困：现代Web应用安全指南,8.7,(美)MichalZalewski/朱筱丹/机械工业出版社/2013-10/69
Web全栈工程师的自我修养,7.5,余果/人民邮电出版社/2015-9-1/49.00
HTML5权威指南,8.6,[美]AdamFreeman/谢廷晟、牛化成、刘美英/人民邮电出版社/2014-1/129.00元
Secrets of the JavaScript Ninja,9.3,JohnResig、BearBibeault/ManningPublications/2012-11-28/USD39.99
CSS设计指南,8.8,史密斯/李松峰/人民邮电出版社/2013-5/59.00元
JavaScript编程精解,7.9,MarijnHaverbeke/徐涛/机械工业出版社华章公司/2012-10-1/49.00元
Modern PHP（中文版）,8.7,JoshLockhart/安道/中国电力出版社/2015-9/39
深入理解 Flask,8.0,[美]JackStouffer/苏丹/电子工业出版社/2016-7-1/79.00
Deep Web File #網絡奇談,8.1,恐懼鳥/點子出版IdeaPublication/2015-6-10/HKD$88.00
ppk谈JavaScript,8.6,Peter-PaulKoch/淘宝UED/人民邮电出版社/2008-4/59.00元
精通JavaScript,8.6,JohnResig/江疆、陈贤安/人民邮电出版社/2008-4-1/49.00元
Head First Servlets &amp; JSP（中文版）,8.8,（美）巴萨姆、（美）塞若、（美）贝茨/苏钰函、林剑/中国电力出版社/2006-10/98.00元
精通CSS,8.4,AndyBudd/陈剑瓯/人民邮电出版社/2006/39.00
jQuery基础教程,7.8,KarlSwedberg、JonathanChaffer/李松峰、李炜/人民邮电出版社/2008-7/45.00元
