通往奴役之路,8.9,哈耶克/王明毅、冯兴元、等/中国社会科学出版社/1997-08-01/16.00
开放社会及其敌人（全二卷）,8.9,[英]卡尔·波普尔/陆衡等/中国社会科学出版社/1999-8/52.00元
论自由,8.7,[英]约翰·密尔/许宝骙/商务印书馆/2005-1/14.00元
自由选择,8.9,[美]米尔顿·弗里德曼、罗丝·弗里德曼/张琦/机械工业出版社/2008-6/48.00元
致命的自负,8.8,（英）哈耶克/冯克利等/中国社会科学出版社/2000-09/19.80
容忍与自由,9.0,胡适著、潘光哲编/法律出版社/2011-6-1/34.00元
自由秩序原理,9.0,(英)弗里德利希・冯・哈耶克/邓正来/三联书店/1997-12/28.0
常识,8.4,托马斯·潘恩/何实/华夏出版社/2004-1/13.00元
一课经济学,8.4,（美）亨利·黑兹利特/蒲定东/中信出版社/2008-10-1/32.00元
自由与繁荣的国度,8.9,[奥]路德维希·冯·米瑟斯/韩光明等/中国社会科学出版社/1995-1/13.40元
哈耶克文选,9.1,哈耶克/冯克利/江苏人民出版社/2000-09/35
自由的伦理,8.7,[美]穆瑞·罗斯巴德/吕炳斌、周欣、韩永强、朱健飞/复旦大学出版社/2008-10/45.00元
无政府、国家和乌托邦,9.1,[美]罗伯特·诺奇克著/姚大志/中国社会科学出版社/2008-4/33.00元
法律、立法与自由(第一卷),9.0,[英]哈耶克/邓正来张守东李静冰/中国大百科全书出版社/2000-1/19.00
自由的基因,7.8,[英]丹尼尔·汉南/徐爽/广西师范大学出版社/2015-9-1/58.00元
扭曲的人性之材,8.8,[英]以赛亚·伯林/岳秀坤/译林出版社/2009-1/22.00元
资本主义与自由,8.5,[美]米尔顿·弗里德曼/张瑞玉/商务印书馆/2004-7/15.00元
联邦党人文集,9.0,汉密尔顿、杰伊、麦迪逊/程逢如、在汉、舒逊/商务印书馆/1980/30.00元
政府论（下篇）,9.0,[英]洛克/叶启芳、瞿菊农/商务印书馆/1964-2/13.00元
自由论,9.0,（英）伯林/胡传胜/译林出版社/2003-12/23.20
古典自由主义,8.8,大卫·鲍兹/陈青蓝/同心出版社/2009/29.80
货币的非国家化,8.7,弗里德里希·冯·哈耶克/姚中秋/新星出版社/2007-8/25.00元
官僚体制·反资本主义的心态,8.9,路德维希·冯·米塞斯/冯克利、姚中秋/新星出版社/2007-8/23.00元
西方政治传统,8.3,沃特金斯/李丰斌/新星出版社/2006-2/28.00元
人的行為,9.2,米塞斯/夏道平/遠流出版事業股份有限公司/1991/NT$360/400
自由及其背叛,8.8,以赛亚·伯林/赵国新/译林出版/2005-9/15.00元
殷海光林毓生书信录,8.8,殷海光、林毓生/吉林出版集团有限公司/2008-11-1/30.00元
论出版自由,8.5,[英]约翰·弥尔顿/吴之椿/商务印书馆/1958/0.28
社会主义,9.1,（奥地利）路德维希·冯·米瑟斯/王建民、冯克利、崔树义/中国社会科学出版社/2008-05-01/45.00元
货币、方法与市场过程,9.1,路德维希·冯·米塞斯/戴忠玉、刘亚平/新星出版社/2007-8/33.00元
问题与主义,8.9,秦晖/长春出版社/1999/25.00
个人主义与经济秩序,8.7,哈耶克/邓正来/生活·读书·新知三联书店/2003-1/25.00元
自由主义,8.7,李强/吉林出版集团有限责任公司/2007-12/32.00元
法律、立法与自由(第二、三卷),9.3,(英)哈耶克/邓正来张守东李静冰/中国大百科全书出版社/2002-07/31.00
财产·法律与政府,9.1,（法）巴斯夏/秋风/贵州人民出版社/2004-05/33.00元
黄金时代,8.8,王小波/长江文艺出版社/2016-10
书斋里的革命,8.6,朱学勤/云南人民出版社/2006-7/28.00
