富爸爸，穷爸爸,8.2,（美）罗伯特・T・清崎、莎伦・L・莱希特/杨君，杨明/世界图书出版公司/2000-09/18.80
聪明的投资者,9.0,本杰明·格雷厄姆、BenjaminGraham/王中华、黄一义/人民邮电出版社/2010-8/88.00元
小狗钱钱,8.7,[德]博多·舍费尔/王钟欣、余茜/中国工人出版社/2002-2/15.80元
彼得·林奇的成功投资,8.7,[美]彼得·林奇、约翰·罗瑟查尔德/刘建位、徐晓杰/机械工业出版社/2007-1/38.00元
工作前5年，决定你一生的财富,7.5,三公子/中国铁道出版社/2015-9-1/CNY39.80
学会花钱,8.3,[日]野口真人/谷文诗/江西人民出版社·后浪出版公司/2016-7/36.00
解读基金,8.4,季凯帆/中国经济出版社/2007-4/22.00
财务自由之路,8.1,博多·舍费尔/刘元/南海出版社/2010年1月/28.00元
如何有效管理每一分钱,8.2,[日]小山龙介、[日]山田真哉/阿修菌/江西人民出版社·后浪出版公司/2016-12/38.00元
通向财务自由之路,8.4,范·撒普/董梅/机械工业出版社/2008年/48.00元
手把手教你读财报,8.8,唐朝/中国经济出版社/2015-1-1/CNY49.00
金钱有术,7.3,知乎/中信出版社/2014-11/42.00元
投资中最简单的事,8.7,邱国鹭/中国人民大学出版社/2014-10/45.90
炒股的智慧,8.9,陈江挺/经济科学出版社/2004-1/22.00元
富爸爸财务自由之路,8.2,RobertT.;Lechter,SharonL.Kiyosaki/龙秀/世界图书出版公司/2000-10/23.80
个人理财,8.2,ArthurJ.Keown/汪涛、郭宁/中国人民大学出版社/2010-5/79.00元
财报就像一本故事书,7.8,刘顺仁/山西人民出版社/2007-3/28.00元
投资者的未来,8.2,(美)杰里米J.西格尔(JeremyJ.Siegel)/李月平/机械工业出版社/2007-1/42.00元
巴菲特致股东的信,8.3,(美)巴菲特(Buffett.W.E.)/陈鑫/机械工业出版社/2004-01/38.00元
思考致富,7.9,（美）希尔/曹爱菊/中信出版社/2003-01/21.00
邻家的百万富翁,7.4,[美]托马斯·J.斯坦利、威廉·D.丹科/陈季东/海南出版社/1998-08/21.80元
买基金为自己加薪,7.6,萧碧燕/中信出版社/2011-6-20/26.00元
漫步华尔街,8.4,麦基尔/骆玉鼎、彭晗/机械工业出版社/2008-4/48.00元
膨胀吧，钱包君,9.6,[韩]高敬镐/崔英梅/广东人民出版社/2016-9-1/39.80元
战胜华尔街,8.4,[美]彼得·林奇、约翰·罗瑟查尔德/机械工业出版社/2007-8-1/48.00元
有钱人想的和你不一样,7.8,哈维·艾克/漆仰平、赖伟雄/中国社会科学出版社/2008-1/20.00元
钱包君，是时候该醒醒了啊！,8.3,倾心蓝田/武汉大学出版社/2016-10/38
