神祇、陵墓与学者,8.6,[德]C.W.策拉姆/张芸、孟薇/生活·读书·新知三联书店/2012-6/48.00元
美术、神话与祭祀,8.9,张光直/郭净/生活·读书·新知三联书店/2013-1/39.00元
从历史中醒来,9.1,孙机/生活·读书·新知三联书店/2016-8/78.00
白沙宋墓,9.6,宿白/文物出版社/2002-4/98.00元
唐风吹拂撒马尔罕,8.0,[意]康马泰/毛铭/漓江出版社/2016-11-1/36.00元
黄泉下的美术,8.6,[美]巫鸿/施杰/生活·读书·新知三联书店/2010-12/45.00元
与废墟为伴,7.7,[美]玛丽莲·约翰逊/倪采/北京联合出版公司/2016-6/49.80
宫殿考古通论,8.4,杨鸿勋/紫禁城出版社/2009-10/95.00元
中国青铜时代,8.8,张光直/三联书店/1999-09/28.00
中国古代物质文化,8.9,孙机/中华书局/2014-7-1/98.00元
汉代物质文化资料图说,9.6,孙机/上海古籍出版社/2011-9-17/148.00
仰观集,9.3,孙机/文物出版社/2012-6-1/160.00元
中国天文考古学,9.3,冯时/中国社会科学出版社/2011-11/66.00元
何以中国,8.0,许宏/生活·读书·新知三联书店/2014-3-1/CNY28.00
万变,7.8,李零/生活·读书·新知三联书店/2016-10/128.00元
花舞大唐春,9.7,齐东方、申秦雁/文物出版社/2003-5/300
突厥人、粟特人与娜娜女神,7.4,[俄]马尔夏克/毛铭/漓江出版社/2016-11-1/38
逝者的面具,8.7,郑岩/北京大学出版社/2013-2-1/50.00元
暗流,9.1,徐坚/科学出版社/2012-2/68.00元
秦汉名物丛考,8.6,王子今/东方出版社/2016-1/68.00元
大都无城,7.4,许宏/生活·读书·新知三联书店/2016-5/48.00元
奢华之色,8.8,扬之水/中华书局/2010-04/96.00
海昏侯刘贺,7.9,辛德勇/生活·读书·新知三联书店/2016-10/49.00
汉帝国的遗产,8.4,姜生/科学出版社/2016-4/208.00元
中国古建筑考古,8.9,宿白/文物出版社/2009-7-1/32.00元
中国陶瓷史,9.0,中国硅酸盐学会/文物出版社/1982-9-1/120.00元
藏传佛教寺院考古,9.5,宿白/文物出版社/1996-10/60.00元
满天星斗,8.5,苏秉琦/中信出版社/2016-11/46.00
沿着古代中亚的道路,9.1,奥里尔•斯坦因/巫新华/广西师范大学出版社/2008-8/48.00元
正倉院考古記,8.4,傅芸子/上海書畫出版社/2014-4/68.00元
中国文明起源新探,8.0,苏秉琦/三联书店/2000-01/12.00
最早的中国,8.7,许宏/科学出版社/2009-8/36.00元
安阳,8.2,李济/上海人民出版社/2007-3-1/22.00元
风雪定陵,8.7,杨仕/浙江人民出版社/2005-01/22.00
追迹三代,8.8,孙庆伟/上海古籍出版社/2015-6/128.00元
考古学,8.9,[英]科林·伦福儒、[英]保罗·巴恩/中国社会科学院考古研究所/文物出版社/2004-10/168.00元
考古学专题六讲,9.5,张光直/生活·读书·新知三联书店/2009/21.00元
中国古舆服论丛,9.2,孙机/文物出版社/2001-12/150.00元
夏鼐日记,8.0,夏鼐/华东师范大学出版社/2011-7/580.00元
神与兽的纹样学,7.3,林巳奈夫/常耀华等/三联书店/2009/37.00
驶向撒马尔罕的金色旅程,8.0,[法]葛乐耐/毛铭/漓江出版社/2016-11/37.00
中国石窟寺研究,9.3,宿白/文物出版社/1996年01月/210.0
上帝的指纹（上下）,7.7,葛瑞姆·汉卡克/胡心吾/新世界出版社/2008-1/66.00元
商文明,8.7,张光直/张良仁/辽宁教育出版社/2002-2-1/30.00元
西域考古·史地·语言研究新视野,9.1,荣新江、朱玉麒主编/科学出版社/2015-6/208.00元
博物馆与古希腊文明,8.8,上海博物馆编/北京大学出版社/2016-3/398.00
中国佛教石窟寺遗迹,7.0,宿白/文物出版社/2010年9月/32.00元
读懂中国青铜器,9.2,[法国]戴克成（ChristianDeydier）/杨成耀、杰希嘉/译林出版社/2016-9/48.00
中国大百科全书,7.8,考古学编辑委员会/中国大百科全书出版社/1986/101.00
另一种古史,8.8,[美]杨晓能/唐际根、孙亚冰/生活·读书·新知三联书店/2008-10/79.00元
名山,9.7,徐坚/科学出版社/2016-10/68.00元
中国青铜器综论（全三册）,7.9,朱凤瀚/上海古籍出版社/2009-12/480.00元
埃及考古学,8.3,刘文鹏/生活·读书·新知三联书店/2008-4/69.00元
考古学研究入门,8.6,陈淳/北京大学出版社/2009-08/34.00元
古器物中的古代文化制度,9.1,徐中舒/商务印书馆/2015-12/45.00
寻常的精致,8.0,杨泓、孙机/辽宁教育出版社/1996-09/13.00
中国文明的形成,8.9,张光直、徐苹芳/新世界出版社耶鲁大学出版社/2004-6/398.00元
中国圣火,9.5,孙机/辽宁教育出版社/1996-1/20.00元
奢华之色,9.1,扬之水/中华书局/2010-1/96.00元
中国青铜器(修订本),8.3,马承源/上海古籍出版社/2003-1-1/38.00元
几近退色的记录,8.0,(美)亨丽艾特·默茨/崔岩峙等/海洋出版社/1993/7/3.50元
考古学思想史,9.0,[加]布鲁斯•特里格著陈淳译/陈淳/中国人民大学出版社/2011-1/79.80元
史前的现代化,8.9,陈胜前/科学出版社/2014-3-12/98元
中国出土壁画全集,7.1,徐光冀、汤池、秦大树、郑岩/科学出版社/2012-1-20/3980.00元
考古的另一面,7.9,郑嘉励/广西师范大学出版社/2016-6-1/36.00
祖先与永恒,8.5,[英]杰西卡·罗森/邓菲、黄洋、吴晓筠/生活·读书·新知三联书店/2011-12/88.00
格古要论,8.8,【明】曹昭、杨春俏编著/中华书局/2012-2/35.00元
古代中国考古学,8.8,张光直/印群/辽宁教育出版社/2002-2-1/37.00元
时惟礼崇,8.5,徐坚/上海古籍出版社/2014-10/65.00元
唤醒沉睡的文字,8.1,[英]安德鲁•罗宾逊/杨小麟、张志清/北京大学出版社/2014-8/69.00元
地中海考古,8.6,[法]费尔南·布罗代尔/社会科学文献出版社/2005/49.00元
猫蛊手记,8.4,微笑的猫/湖南文艺出版社/2012-6-15/28.00元
考古学,9.0,张光直/曹兵武/辽宁教育出版社/2002-1/10.00元
杨鸿勋建筑考古学论文集,7.8,杨鸿勋/清华大学/2008-1-9/98.00元
我的父亲苏秉琦,8.4,苏恺之著/生活·读书·新知三联书店/2015-11/59.00
夏商周考古学,9.2,井中伟、王立新编著/科学出版社/2013-5/120.00元
考古发现与中西文化交流,9.3,宿白/文物出版社/2012-2/36.00元
殷周金文集成(修订增补本共8册)(精),10.0,中国社会科学院考古研究所编/中华书局/2007-1/2400.00元
考古人类学随笔,8.6,张光直/生活.读书.新知三联书店/1999/14
西周铜器断代,9.6,陈梦家/中华书局/2004/380.0
冥界的秩序,9.2,刘振东/文物出版社/2015-11-1/198.00
奢华之色,8.9,扬之水/中华书局/2011-1/96.00元
唐代金银器研究,8.1,齐东方/中国社会科学出版社/1999-05/158.00元
图坦哈蒙,7.9,[美]托马斯·霍温/王海利/商务印书馆/2016-11/65.00元
人类的起源,8.0,理查德·利基/吴汝康、吴新智、林圣龙/上海世纪出版集团/2007-9/18.00元
犍陀罗艺术探源,8.8,[意]卡列宁、[意]菲利真齐、[意]奥里威利/魏正中、王倩/上海古籍出版社/2015-11-11/118
考古手记,8.3,微笑的猫/长江文艺出版社/2016-4-15/38
魏晋南北朝壁画墓研究（增订版）,7.8,郑岩/文物出版社/2016-10/110元
西北考察日记,9.0,何正璜、王蔷、任之恭、崔文川/中华书局/2015-2-2/CNY36.00
东周与秦代文明,8.5,李学勤/上海人民出版社/2007-11-1/30.00元
彩陶与青铜的对话,8.1,刘学堂/商务印书馆/2016-10/52.00元
敦煌考古漫记,8.2,夏鼐/百花文艺出版社/2002-10-1/20.00元
19-20世纪俄罗斯远东南部地区考古学,8.8,[俄]H.A.克柳耶夫/余静、冯恩学、李有骞、宋玉彬、刘玉成、张桂兰/文物出版社/2010-10/180.00元
入山与出塞,8.8,李零/文物出版社/2004年6月/118.00
汉唐美术考古和佛教艺术,9.1,杨泓/科学出版社/2000-7/78.0
张彦远和《历代名画记》,7.2,宿白/文物出版社/2008/36.00元
古代器物溯源,8.1,宋兆麟/商务印书馆/2014-11/78.00
考古学的过去与未来,8.1,[英国]保罗·巴恩/覃方明/译林出版社/2008-01/18.00元
中国考古通论,8.5,张之恒编/南京大学出版社/2009-10/80.00元
魏晋南北朝壁画墓研究,8.0,郑岩/文物出版社/2002-12/26.00元
铄古铸今,8.8,李零/生活·读书·新知三联书店/2007-08/29.00元
武梁祠,8.1,巫鸿/柳扬、岑河/生活·读书·新知三联书店/2006-8-1/39.00
犍陀罗石刻术语分类汇编,8.7,[意]多米尼克·法切那、[意]安娜·菲利真齐编著/魏正中、王姝婧、王倩/上海古籍出版社/2014-12/118.00元
追寻人类的过去,8.8,(美)路易斯·宾福德/陈胜前/上海三联书店/2009-3/33.00元
活着的女神,8.2,[美]马丽加·金芭塔丝（MarijaGimbutas）著、[美]米里亚姆·R．德克斯特（MiriamR．Dexter）主编/叶舒宪等/广西师范大学出版社/2008-02/38.00元
中国古代车舆马具,7.7,刘永华/清华大学出版社/2013-11/69.00元
伯希和敦煌石窟笔记,7.8,(法)伯希和/耿昇/甘肃人民出版社/2008/100.00元
论语新劄,8.2,李竞恒/福建教育出版社/2014-11-1/52.00元
古埃及探秘,8.7,(法)JeanVercoutter/吴岳添/上海书店出版社/1998-11/38.00
梁带村里的墓葬,7.7,陈燮君王炜林主编/北京大学出版社/2012-5/89.00元
考古随笔,8.3,陈星灿/文物出版社/2002-12/25.00元
中国远古时代,8.6,苏秉琦/上海人民出版社/2010-7/58.00元
宴飨的故事,8.3,马丁·琼斯/陈雪香译、方辉校/山东画报出版社/2009年3月/30.00元
中国陶瓷,8.2,冯先铭/上海古籍出版社/2006-12-1/42.0
金陵古迹图考,9.1,朱偰/中华书局/2006-8/48.00元
不该存在的文物,7.4,［德］莱茵哈特•哈贝克/吴姗姗/江苏人民出版社/2011-9/29.80元
礼仪中的美术,9.0,巫鸿/郑岩等/生活·读书·新知三联书店/2005-8-1/79.00元
唐代墓室壁画研究,8.1,李星明/陕西人民美术出版社/2005-10-1/152.00元
中国古代居住图典,7.6,杨鸿勋编/云南人民出版社/2007-7/45.00元
夏商周：从神话到史实,6.9,郭静云/上海古籍出版社/2013-10/148.00元
中国盗墓史,8.6,王子今/九州出版社/2007/39.80元
兩個世界的徘徊,7.9,齊東方、沈睿文/科學出版社/2016-6/268.00
考古与艺术史的交汇,9.7,范景中、郑岩、孔令伟/中国美术学院/2009-11/78.00元
墓葬与生死,9.0,蒲慕州/中华书局/2008-01/40.00元
中国青铜器研究,7.3,马承源/上海古籍出版社/2008-01/120.00元
殷墟青铜器研究,9.4,李济/上海人民出版社/2008-04-01/56.00元
天神与天地之道,8.2,郭静云/上海古籍出版社/2016-5/189.00元
汉代考古学概说,8.2,王仲殊/中华书局/1984/2.05
章服之实,8.6,王亚蓉/世界图书出版公司·后浪出版公司/2013-1/49.80元
唐韵胡风,9.1,程旭/文物出版社/2015-8/190.00元
汉唐宋元考古（下）,8.2,宿白/文物出版社/2010-9-10/39.00元
李济文集,8.1,李济/上海人民出版社/2006-8/600.0
于阗六篇,7.9,上海博物馆编/北京大学出版社/2014-12-28/42.00元
骗局、神话与奥秘,8.5,[美]肯尼思·L·费德/陈淳/FudanUniversityPress/2010-7/36.00元
中国方术正考,8.4,李零/中华书局/2006-5/48.00元
待兔轩文存,7.6,李零/广西师范大学出版社/2011-5/48.00元
斯坦因中国探险手记(全四卷),8.5,奥里尔・斯坦因/巫新华、伏霄汉/春风文艺出版社/2004-06/100.00元
来世之旅,8.5,【英】约翰·泰勒/李印/北京时代华文书局有限公司/2014-1/148.00
宿白先生八秩华诞纪念文集,9.1,《宿白先生八秩华诞记念文集》编辑委员会编/文物出版社/2002-9/260.00元
文物小讲,8.0,许进雄/中国人民大学出版社/2008-01/39.80元
夏商周考古学论文集,9.4,邹衡/科学出版社/2001/150.0
元代晋南寺观壁画群研究,7.4,孟嗣徽/紫禁城出版社/2011-3/68.00元
商周彝器通考,8.8,容庚/上海人民出版社/2008-08/180.00元
地下长安,7.8,刘庆柱/中华书局/2016-1/58.00元
理解早期文明,8.3,（加）布鲁斯·G.崔格尔/徐坚/北京大学出版社/2014-1-1/98.00
郭店楚简校读记,8.5,李零/中国人民大学出版社/2007-8/28.00元
从神话到历史：神话时代、夏王朝,7.6,(日)宫本一夫/吴菲/广西师范大学出版社/2014-2/49.00
西汉南越王博物馆珍品图录,7.8,李林娜主编、西汉南越王博物馆编/文物出版社/2007-7/120.00元
汉代漆器图案集,7.9,李正光编/文物出版社/2002-12/68.00元
定陵,9.4,中国社会科学院考古研究所、定陵博物馆、北京市文物工作队/文物出版社/1990/CNY200.00(2册)
中国古代猪类驯化、饲养与仪式性使用,8.5,罗运兵/科学出版社/2012-12-1/180.00元
陈梦家学术论文集,9.3,陈梦家/中華書局/2016-2/280.00元
唐风宋雨,8.3,赵学梅摄影/著/商务印书馆/2011-8/338.00元
简帛佚籍与学术史,8.2,李学勤/江西教育出版社/2001-9/32.00元
佛光无尽,8.8,CharlesLangFreer/李雯、王伊悠/上海书画出版社/2014-7-1/58
破译史前人类的技术与行为,8.9,乔治·奥德尔/关莹、陈虹译、高星、沈辰审校/生活·读书·新知三联书店/2015-4/58.00元
四海为家,8.4,三联书店编/生活·读书·新知三联书店/2002/23.0
