临高启明,9.1,吹牛者/新知三联书店/2017-1-3
夜旅人,8.6,赵熙之/百花洲文艺出版社/2016-9/32.80元
大唐明月1·风起长安,8.6,蓝云舒/上海文艺出版社/2013-1/27.00元
庆余年·壹,8.3,猫腻/中国友谊出版公司/2008-7/28.00元
步步惊心,8.1,桐华/民族出版社/2006-6/25.00元
史上第一混乱·第一季神仙预备役,8.6,张小花/黄山书社/2009-1/26.80
11处特工皇妃,8.1,潇湘冬儿/江苏文艺出版社/2011-5/74.80元
不负如来不负卿1,8.0,小春/北岳文艺出版社/2008-6/26.80元
凤囚凰（上中）,8.0,天衣有风/河南文艺出版社/2009-3/49.80
海棠依舊: 知否? 知否? 應是綠肥紅瘦 卷一,8.6,關心則亂/三采文化出版事業有限公司/2012-2-3/NT$240
独步天下（上下卷）,8.1,李歆/朝华出版社/2007-4/49.80元
绾青丝Ⅰ,7.5,波波/花山文艺出版社/2007-2/22.00元
寻找前世之旅（上下册）,7.6,Vivibear/河南文艺出版社/2007-1/40.00元
新宋,8.1,阿越/东方出版社/2010-5/37.00元
醉玲珑（上卷）,7.7,十四夜/朝华出版社/2007-10/29.80元
新宋·十字1,8.3,阿越/花山文艺出版社/2008-01/22.0
扶摇皇后（上下）,7.8,天下归元/江苏文艺出版社/2011-6/49.80元
歌尽桃花,7.6,靡宝/朝华出版社/2008-1/25.00元
官居一品（全七册）,8.5,三戒大师/中国青年出版社/2012-3/175.00元
极品家丁 1,7.6,禹岩/广西人民出版社/2008-03/29.80元
蔓蔓青萝（全2册）,7.5,桩桩/重庆出版社/2007-10/39.00元
别拿穿越不当工作（全三册）,8.4,楼笙笙/万卷出版社/2011-6-1/72.00元
太子妃升职记,6.9,鲜橙/万卷出版公司/2012-4/29.80元
木槿花西月锦绣1,7.6,海飘雪/作家出版社/2007-7/24.80元
窃明,7.9,灰熊猫/南海出版社/2008-05/29.8
凤囚凰（下）,8.1,天衣有风/河南文艺出版社/2009-5-1/25.00元
大唐明月5·云诡波谲,8.7,蓝云舒/上海文艺出版社/2014-1/27.00元
不负如来不负卿Ⅱ·大结局,8.2,小春/北岳文艺出版社/2008-09/26.8
梦回大清,7.6,金子/朝华出版社/2006-1/25.00元
大唐明月6·谁家天下（完）,8.7,蓝云舒/上海文艺出版社/2014-4/33.00元
回到明朝当王爷,7.6,月关/太白文艺/2007/22
一个门客的自我修养,8.2,天如玉/百花洲文艺出版社/2016-9/49.80元
清川日常,7.2,多木木多/花山文艺出版社/2015-7/59.80元
跨过千年来爱你,8.2,秋夜雨寒/沈阳出版社/2009-11/28.80
扶摇皇后·终结篇（上下）,8.6,天下归元/江苏文艺出版社/2011-7/49.80元
大唐明月2·谋断恩仇,7.6,蓝云舒/上海文艺出版社/2013-1/29.80元
大唐女法医·江南卷（上下）,7.9,袖唐/新世界出版社/2012-10/52.00元
绾青丝Ⅲ,7.5,波波/花山文艺出版社/2007-5/22.00元
暴君，我来自军情9处,7.5,潇湘冬儿/江苏文艺出版社/2011-10/75.00元
错嫁良缘之一代军师（上下）,7.4,浅绿/北方妇女儿童出版社/2011-1/45.00元
穿越与反穿越,7.3,桃之舟/北岳文艺出版社/2008-5/26.80元
清风入梦·怡殇Ⅰ,8.0,凛冽/朝华出版社/2007-07/22.0
永夜（上下）,7.7,桩桩/朝华出版社/2009-1/49.80元
木兰无长兄1,8.1,祈祷君/百花洲文艺出版社/2016-2/29.80元
双阙,7.5,海青拿天鹅/中国画报出版社/2009-1/29.80元
寻秦记,8.1,黄易/华艺出版社/1997年11月1日/138.0
木槿花西月锦绣3,7.7,海飘雪/作家出版社/2008-09/28.80元
午门囧事Ⅰ,7.7,影照/花山文艺出版社/2008-9/26.80元
异乡人,7.5,[美]戴安娜·加瓦尔东/林家任、郭虹均/百花洲文艺出版社/2016-6/36.00元
1938,9.3,GilesMacDonogh/BasicBooks/2011-5-10/USD16.99
潇然梦（上）,7.4,小佚/朝华出版社/2007-06/29.8
小楼传奇,8.2,纳兰容若公子、老庄墨韩/百花洲文艺出版社/2008-04/23.8
执子之手，将子拖走,7.1,天下无病/中国文联出版公司/2010-11/32.80元
小女花不弃,7.4,桩桩/江苏文艺出版社/2010-6/29.80元
醉玲珑（下卷）,7.9,十四夜/朝华出版社/2007-12/22.00元
Outlander,7.8,DianaGabaldon/RandomHousePublishingGroup/1992-6-2/72.00元
到开封府混个差事,8.3,欧阳墨心/珠海出版社/2008-01/24.8
天定风流1·千寻记（上下）,7.8,天下归元/青岛出版社/2012-10/55.00元
庆余年·陆,8.5,猫腻/中国友谊出版公司/2008-10/29.80元
交错时光的爱恋,7.9,席绢/江苏文艺出版社/1995-2-1/9.00
大唐明月3·西域烽烟,8.7,蓝云舒/上海文艺出版社/2013-1/29.00元
女心理师之江湖断案,7.6,明月听风/北方文艺出版社/2014-3/59.80元
午门囧事Ⅱ,7.8,影照/花山文艺出版社/2008-11/26.80
寻找前世之旅续集,7.5,Vivibear/朝华出版社/2007-06/29.8
笑倾三国（Ⅰ、Ⅱ）,7.5,梦三生/华文出版社/2008-01/46.00
